id,location_clean,title_cat_ChatGPT,seniority_level_5,days_online_grouped,job_type,tech_stack
1160,Berlin,Data Scientist,Entry level,N/A,-,SQL
1165,Bad Gandersheim,Data Analyst,Associate/Mid-Level,N/A,-,SQL
1168,Deutschland,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1173,München,Data Scientist,Entry level,N/A,-,SQL
1174,Heidelberg,Data Engineer,Entry level,0-7,-,SQL
1175,Hamburg,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1178,Hanau,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1191,Hamburg,Data Analyst,Senior,N/A,-,SQL
1192,Berlin,Data Scientist,Senior,N/A,-,SQL
1193,München,Data Scientist,Entry level,N/A,-,SQL
1196,Nördlingen,Other,Associate/Mid-Level,N/A,-,SQL
1201,Berlin,Data Scientist,Director,N/A,-,SQL
1205,Berlin,Data Scientist,Senior,N/A,-,SQL
1209,Saterland,Other,Director,N/A,-,SQL
1212,Regensburg,Data Scientist,Senior,N/A,-,SQL
1215,München,Data Scientist,Senior,8-14,-,SQL
1219,Offenbach,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1222,München,Data Engineer,Senior,8-14,-,SQL
1232,Frankfurt am Main,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1234,Saterland,Other,Director,N/A,-,SQL
1235,Langenselbold,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1236,Maintal,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1241,Berlin,Machine Learning Engineer,Associate/Mid-Level,N/A,-,SQL
1248,Mühlheim am Main,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1250,Deutschland,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1255,Berlin,Data Scientist,Director,N/A,-,SQL
1257,Obertshausen,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1259,Rodgau,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1263,München,Data Engineer,Associate/Mid-Level,N/A,-,SQL
1278,Karlsruhe,Data Scientist,Associate/Mid-Level,0-7,-,SQL
1281,Münster,Data Scientist,Associate/Mid-Level,0-7,-,SQL
1297,Koblenz,Data Scientist,Entry level,0-7,-,SQL
1310,Stuttgart,Data Scientist,Senior,0-7,-,SQL
1311,Berlin,Data Scientist,Senior,0-7,-,SQL
1313,Berlin,Data Scientist,Senior,0-7,-,SQL
1318,Bielefeld,Data Analyst,Senior,0-7,-,SQL
1323,Coesfeld-Lette,Data Scientist,Senior,8-14,-,SQL
1329,Berlin,Data Scientist,Senior,15-21,-,SQL
1336,Köln,Other,Senior,0-7,-,SQL
1338,Fürth,Data Scientist,Associate/Mid-Level,0-7,-,SQL
1343,Ettlingen,Data Scientist,Associate/Mid-Level,8-14,-,SQL
1346,Düsseldorf,Other,Entry level,0-7,-,SQL
1353,Stuttgart,Other,Associate/Mid-Level,15-21,-,SQL
1364,Ahrensburg,Other,Associate/Mid-Level,8-14,-,SQL
1367,Karlsruhe,Other,Associate/Mid-Level,15-21,-,SQL
1368,Hamburg,Other,Associate/Mid-Level,8-14,-,SQL
1369,Berlin,Machine Learning Engineer,Entry level,8-14,-,SQL
1373,Hamburg,Data Analyst,Associate/Mid-Level,0-7,-,SQL
1374,München,Other,Associate/Mid-Level,0-7,-,SQL
1375,Köln,Data Engineer,Associate/Mid-Level,0-7,-,SQL
1379,Berlin,Business Intelligence (BI),Entry level,8-14,-,SQL
1381,Berlin,Other,Entry level,8-14,-,SQL
1382,St. Leon-Rot,Data Scientist,Senior,0-7,-,SQL
1383,Berlin,Machine Learning Engineer,Senior,0-7,-,SQL
1384,Nürnberg,Data Scientist,Entry level,8-14,-,SQL
1389,Mülheim an der Ruhr,Data Engineer,Senior,8-14,-,SQL
1391,Frankfurt,Data Scientist,Senior,8-14,-,SQL
1393,Mülheim an der Ruhr,Data Analyst,Senior,8-14,-,SQL
1395,Hamburg,Data Analyst,Senior,0-7,-,SQL
1396,Ludwigshafen,Other,Senior,8-14,-,SQL
1398,Mannheim,Data Scientist,Director,8-14,-,SQL
1399,Berlin,Data Engineer,Senior,0-7,-,SQL
1400,Hannover,Other,Associate/Mid-Level,15-21,-,SQL
1401,Koblenz,Other,Senior,0-7,-,SQL
1410,Bielefeld,AI Engineer,Associate/Mid-Level,0-7,-,SQL
1412,Berlin,AI Engineer,Associate/Mid-Level,0-7,-,SQL
1430,Augsburg,Other,Entry level,15-21,-,SQL
1440,Augsburg,Other,Entry level,29+,-,SQL
1445,Rosenheim,Data Engineer,Associate/Mid-Level,15-21,-,SQL
1457,Stuttgart,Other,Associate/Mid-Level,0-7,-,SQL
1458,Lüneburg,Other,Associate/Mid-Level,0-7,-,SQL
1459,Oldenburg,Business Intelligence (BI),Associate/Mid-Level,0-7,-,SQL
1461,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,SQL
1462,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,0-7,-,SQL
1463,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,0-7,-,SQL
1464,Münster,Other,Associate/Mid-Level,0-7,-,SQL
1466,Frankfurt am Main,Business Intelligence (BI),Associate/Mid-Level,0-7,-,SQL
1468,Köln,Data Analyst,Associate/Mid-Level,0-7,-,SQL
1478,Hamburg,Other,Associate/Mid-Level,0-7,-,SQL
1487,Burghausen,Other,Associate/Mid-Level,8-14,-,SQL
1489,Solingen,Other,Associate/Mid-Level,8-14,-,SQL
1491,Berlin,Other,Associate/Mid-Level,8-14,-,SQL
1493,Ulm,Business Intelligence (BI),Associate/Mid-Level,0-7,-,SQL
1494,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,0-7,-,SQL
1497,Frankfurt am Main,Other,Associate/Mid-Level,8-14,-,SQL
1502,Frankfurt am Main,Other,Associate/Mid-Level,8-14,-,SQL
1504,Bremen,Data Analyst,Senior,8-14,-,SQL
1505,Hamburg,Other,Associate/Mid-Level,8-14,-,SQL
1507,Frankfurt am Main,Other,Associate/Mid-Level,8-14,-,SQL
1508,Essen,Other,Associate/Mid-Level,8-14,-,SQL
1512,Berlin,Business Intelligence (BI),Associate/Mid-Level,8-14,-,SQL
1515,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,8-14,-,SQL
1516,Berlin,Other,Associate/Mid-Level,8-14,-,SQL
1519,Berlin,Data Engineer,Senior,8-14,-,SQL
1520,Berlin,Data Engineer,Associate/Mid-Level,15-21,-,SQL
1523,Berlin,Machine Learning Engineer,Associate/Mid-Level,15-21,-,SQL
1524,Schwabmünchen,AI/ML Specialist,Associate/Mid-Level,15-21,-,SQL
1525,Kornwestheim,Data Analyst,Associate/Mid-Level,8-14,-,SQL
1529,Berlin,Data Consultant,Associate/Mid-Level,15-21,-,SQL
1530,Wiesbaden,Other,Entry level,8-14,-,SQL
1531,Berlin,Data Analyst,Associate/Mid-Level,15-21,-,SQL
1536,Frankfurt am Main,Other,Associate/Mid-Level,15-21,-,SQL
1539,Bremen,Data Analyst,Entry level,15-21,-,SQL
1541,Weeze,Business Intelligence (BI),Associate/Mid-Level,15-21,-,SQL
1542,Braunschweig,Business Intelligence (BI),Associate/Mid-Level,15-21,-,SQL
1543,Hamburg,Other,Associate/Mid-Level,22-28,-,SQL
1545,Karlsruhe,Data Engineer,Entry level,15-21,-,SQL
1547,Wiesbaden,Other,Associate/Mid-Level,22-28,-,SQL
1554,München,Other,Senior,22-28,-,SQL
1556,Monheim am Rhein,Other,Senior,0-7,-,SQL
1557,München,Data Engineer,Senior,0-7,-,SQL
1558,Berlin,Data Engineer,Senior,0-7,-,SQL
1560,Bielefeld,Data Analyst,Senior,0-7,-,SQL
1564,Unterschleißheim,Data Engineer,Senior,0-7,-,SQL
1567,Berlin,Machine Learning Engineer,Senior,8-14,-,SQL
1569,München,Data Engineer,Senior,8-14,-,SQL
1570,Münster,Data Engineer,Senior,8-14,-,SQL
1573,Wiesbaden,Other,Senior,8-14,-,SQL
1574,Hamburg,Data Engineer,Senior,15-21,-,SQL
1575,Berlin,Data Engineer,Senior,8-14,-,SQL
1580,Berlin,Data Engineer,Senior,22-28,-,SQL
1584,Bochum,Other,Associate/Mid-Level,8-14,-,SQL
1598,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,SQL
1600,Bonn,Business Intelligence (BI),Associate/Mid-Level,8-14,-,SQL
1602,Mainz,Data Engineer,Senior,8-14,-,SQL
1606,Hannover,Other,Associate/Mid-Level,8-14,-,SQL
1608,Köln,Data Engineer,Associate/Mid-Level,15-21,-,SQL
1609,Ilmenau,Other,Associate/Mid-Level,15-21,-,SQL
1618,Großenlüder,Data Engineer,Senior,8-14,-,SQL
57,Deutschland,Data Scientist,Senior,15-21,-,SQL
78,Hamburg,Data Scientist,Associate/Mid-Level,29+,-,SQL
86,Karlsruhe,Data Scientist,Associate/Mid-Level,29+,-,SQL
191,Berlin,Data Analyst,Associate/Mid-Level,8-14,-,SQL
250,Berlin,Other,Senior,29+,-,SQL
293,Hamburg,Data Scientist,Entry level,29+,-,SQL
388,München,Machine Learning Engineer,Associate/Mid-Level,29+,-,SQL
395,Erlangen,Data Scientist,Senior,0-7,-,SQL
408,Leipzig,Business Intelligence (BI),Associate/Mid-Level,22-28,-,SQL
582,Weinheim,Data Scientist,Associate/Mid-Level,0-7,-,SQL
736,Hamburg,Data Engineer,Associate/Mid-Level,8-14,-,SQL
957,Bochum,Data Scientist,Senior,0-7,-,SQL
1596,Köln,Data Consultant,Associate/Mid-Level,8-14,-,SQL
1611,Luxembourg,Other,Director,0-7,-,SQL
1,Berlin,Data Scientist,Entry level,8-14,-,Azure
2,Frankfurt am Main,Data Scientist,Associate/Mid-Level,22-28,-,Azure
11,Frankfurt am Main,Data Scientist,Associate/Mid-Level,22-28,-,Azure
17,Berlin,Machine Learning Engineer,Associate/Mid-Level,29+,-,Azure
30,Frankfurt am Main,Machine Learning Engineer,Associate/Mid-Level,22-28,-,Azure
31,München,AI Engineer,Entry level,29+,-,Azure
34,Hessen,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Azure
38,Schwalbach,Data Scientist,Entry level,15-21,-,Azure
40,Berlin,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Azure
44,Tübingen,Machine Learning Engineer,Associate/Mid-Level,29+,-,Azure
45,Kronberg,Data Scientist,Entry level,15-21,-,Azure
49,München,Data Scientist,Entry level,0-7,-,Azure
52,Potsdam,AI Engineer,Associate/Mid-Level,22-28,-,Azure
55,Berlin,Data Scientist,Senior,0-7,-,Azure
60,Berlin,Machine Learning Engineer,Associate/Mid-Level,8-14,-,Azure
66,Deutschland,AI/ML Specialist,Director,22-28,-,Azure
68,Deutschland,AI/ML Specialist,Associate/Mid-Level,0-7,-,Azure
72,Hürth,AI Engineer,Entry level,29+,-,Azure
75,Köln,Data Scientist,Entry level,0-7,Traineeprogram,Azure
76,Hamburg,Data Scientist,Associate/Mid-Level,0-7,-,Azure
87,Köln,AI Engineer,Associate/Mid-Level,29+,-,Azure
89,Berlin,AI/ML Specialist,Director,22-28,-,Azure
103,Berlin,Other,Associate/Mid-Level,8-14,-,Azure
104,Deutschland,Data Scientist,Associate/Mid-Level,22-28,-,Azure
106,Hamburg,Data Scientist,Entry level,29+,-,Azure
113,München,Data Scientist,Associate/Mid-Level,29+,-,Azure
116,München,AI/ML Specialist,Associate/Mid-Level,8-14,-,Azure
117,München,AI Engineer,Associate/Mid-Level,29+,-,Azure
140,München,AI/ML Specialist,Entry level,0-7,-,Azure
143,München,Data Scientist,Associate/Mid-Level,8-14,-,Azure
153,Würzburg,Other,Associate/Mid-Level,29+,-,Azure
160,Hamburg,AI Engineer,Associate/Mid-Level,15-21,-,Azure
161,Stuttgart,Data Analyst,Associate/Mid-Level,0-7,-,Azure
167,Düsseldorf,Other,Associate/Mid-Level,22-28,-,Azure
170,Dorsten,Data Scientist,Associate/Mid-Level,0-7,-,Azure
188,Coburg,Machine Learning Engineer,Senior,0-7,-,Azure
194,Dortmund,AI/ML Specialist,Associate/Mid-Level,8-14,-,Azure
199,Wesel,Data Scientist,Associate/Mid-Level,22-28,-,Azure
203,Bremen,AI Engineer,Entry level,0-7,-,Azure
211,Stuttgart,Data Scientist,Associate/Mid-Level,22-28,-,Azure
227,Hamburg,Data Scientist,Entry level,29+,-,Azure
232,Köln,Data Engineer,Associate/Mid-Level,29+,-,Azure
233,Deutschland,AI/ML Specialist,Director,8-14,-,Azure
238,Deutschland,Other,Senior,29+,-,Azure
248,München,Data Scientist,Entry level,0-7,-,Azure
260,Hamburg,Other,Associate/Mid-Level,15-21,-,Azure
262,Düsseldorf,Data Scientist,Associate/Mid-Level,8-14,-,Azure
271,Berlin,Data Engineer,Associate/Mid-Level,0-7,-,Azure
273,Frankfurt am Main,Data Consultant,Entry level,8-14,-,Azure
283,Deutschland,Data Analyst,Senior,29+,-,Azure
287,Berlin,Machine Learning Engineer,Associate/Mid-Level,22-28,-,Azure
289,Deutschland,Machine Learning Engineer,Senior,22-28,-,Azure
292,Leipzig,Data Scientist,Senior,15-21,-,Azure
295,Berlin,Other,Associate/Mid-Level,29+,-,Azure
299,Hamburg,Data Scientist,Senior,0-7,-,Azure
303,Frankfurt am Main,Data Scientist,Senior,15-21,-,Azure
306,Hamburg,AI/ML Specialist,Associate/Mid-Level,15-21,-,Azure
314,Düsseldorf,Data Scientist,Associate/Mid-Level,29+,-,Azure
318,Berlin,AI/ML Specialist,Senior,0-7,-,Azure
326,Deutschland,Business Intelligence (BI),Associate/Mid-Level,22-28,-,Azure
335,Frankfurt am Main,Data Scientist,Entry level,8-14,-,Azure
349,Deutschland,AI Engineer,Associate/Mid-Level,0-7,-,Azure
353,Düsseldorf,Data Engineer,Associate/Mid-Level,0-7,-,Azure
356,Heidelberg,Data Analyst,Associate/Mid-Level,29+,-,Azure
361,Deutschland,Machine Learning Engineer,Associate/Mid-Level,15-21,-,Azure
362,Berlin,Machine Learning Engineer,Associate/Mid-Level,29+,-,Azure
373,Berlin,Machine Learning Engineer,Director,0-7,-,Azure
381,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,Azure
390,Frankfurt am Main,Other,Associate/Mid-Level,22-28,-,Azure
392,München,Data Analyst,Associate/Mid-Level,0-7,-,Azure
403,Dortmund,Data Scientist,Associate/Mid-Level,29+,-,Azure
414,Berlin,Other,Associate/Mid-Level,29+,-,Azure
416,Köln,Machine Learning Engineer,Associate/Mid-Level,15-21,-,Azure
419,Deutschland,Data Scientist,Senior,0-7,-,Azure
427,Hamburg,AI Engineer,Associate/Mid-Level,15-21,-,Azure
431,Dortmund,AI/ML Specialist,Associate/Mid-Level,8-14,-,Azure
437,Hannover,Data Scientist,Associate/Mid-Level,8-14,-,Azure
438,Deutschland,Other,Associate/Mid-Level,22-28,-,Azure
457,Köln,Data Engineer,Associate/Mid-Level,0-7,-,Azure
460,Mülheim an der Ruhr,Data Scientist,Associate/Mid-Level,8-14,-,Azure
475,Nordrhein-Westfalen,AI Engineer,Associate/Mid-Level,8-14,-,Azure
479,Hamburg,Data Engineer,Associate/Mid-Level,0-7,-,Azure
504,Deutschland,Other,Associate/Mid-Level,15-21,-,Azure
509,Kassel,Data Scientist,Entry level,29+,-,Azure
512,Stuttgart,Data Engineer,Associate/Mid-Level,0-7,-,Azure
518,Deutschland,Data Scientist,Senior,0-7,-,Azure
520,Ulm,Data Scientist,Associate/Mid-Level,29+,-,Azure
543,Frankfurt am Main,Data Scientist,Entry level,0-7,-,Azure
545,Bremen,AI Engineer,Associate/Mid-Level,0-7,-,Azure
546,Berlin,Data Engineer,Associate/Mid-Level,22-28,-,Azure
559,Deutschland,Data Engineer,Associate/Mid-Level,0-7,-,Azure
570,Deutschland,Machine Learning Engineer,Director,0-7,-,Azure
575,Köln,Data Engineer,Entry level,0-7,-,Azure
581,Gütersloh,Data Engineer,Entry level,29+,-,Azure
601,Berlin,Other,Senior,8-14,-,Azure
605,Stuttgart,Data Scientist,Entry level,22-28,-,Azure
608,Stuttgart,Data Engineer,Entry level,22-28,-,Azure
614,Garching,Data Scientist,Senior,29+,-,Azure
619,München,Data Scientist,Senior,15-21,-,Azure
624,Oldenburg,Data Engineer,Entry level,29+,-,Azure
627,München,Data Scientist,Associate/Mid-Level,15-21,-,Azure
650,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,Azure
653,Berlin,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Azure
656,Ulm,Data Scientist,Entry level,22-28,-,Azure
657,Deutschland,Other,Associate/Mid-Level,29+,-,Azure
662,Hamburg,Data Analyst,Associate/Mid-Level,0-7,-,Azure
664,Frankfurt am Main,Data Scientist,Associate/Mid-Level,15-21,-,Azure
667,Frankfurt am Main,Other,Associate/Mid-Level,0-7,-,Azure
668,Stuttgart,Data Engineer,Entry level,29+,-,Azure
673,München,Data Engineer,Associate/Mid-Level,29+,-,Azure
674,Berlin,AI Engineer,Director,15-21,-,Azure
681,Hamburg,Data Engineer,Associate/Mid-Level,29+,-,Azure
686,München,Data Scientist,Senior,29+,-,Azure
700,Berlin,Data Scientist,Senior,15-21,-,Azure
708,München,Other,Entry level,0-7,-,Azure
711,Berlin,Machine Learning Engineer,Entry level,0-7,-,Azure
728,Deutschland,Data Scientist,Associate/Mid-Level,8-14,-,Azure
739,Hamburg,Data Scientist,Associate/Mid-Level,15-21,-,Azure
742,Stuttgart,Data Engineer,Associate/Mid-Level,15-21,-,Azure
750,Düsseldorf,Data Scientist,Associate/Mid-Level,15-21,-,Azure
763,Stuttgart,Data Engineer,Entry level,0-7,-,Azure
765,München,AI/ML Specialist,Associate/Mid-Level,8-14,-,Azure
767,Köln,Data Engineer,Entry level,0-7,-,Azure
783,Köln,Other,Associate/Mid-Level,15-21,-,Azure
784,Ulm,Data Engineer,Entry level,0-7,-,Azure
794,Berlin,Machine Learning Engineer,Director,29+,-,Azure
799,Fürth,Data Scientist,Associate/Mid-Level,N/A,-,Azure
803,Gotha,Data Scientist,Associate/Mid-Level,N/A,-,Azure
805,Karlsruhe,Data Scientist,Associate/Mid-Level,N/A,-,Azure
806,Hamburg,Data Scientist,Associate/Mid-Level,N/A,-,Azure
817,Düsseldorf,Data Scientist,Associate/Mid-Level,N/A,-,Azure
834,Wesel,Data Scientist,Associate/Mid-Level,N/A,-,Azure
835,Coburg,Data Scientist,Associate/Mid-Level,N/A,-,Azure
854,München,Data Scientist,Associate/Mid-Level,N/A,-,Azure
858,Siegburg,Data Scientist,Senior,15-21,-,Azure
860,Braunschweig,Data Scientist,Associate/Mid-Level,N/A,-,Azure
870,Köln,Data Scientist,Associate/Mid-Level,N/A,-,Azure
872,München,Data Scientist,Senior,15-21,-,Azure
873,Hannover,Data Scientist,Senior,N/A,-,Azure
875,Mülheim an der Ruhr,Data Scientist,Associate/Mid-Level,N/A,-,Azure
880,Gütersloh,Data Scientist,Senior,N/A,-,Azure
881,München,Data Scientist,Associate/Mid-Level,0-7,-,Azure
887,Gütersloh,Data Scientist,Senior,8-14,-,Azure
892,Nürnberg,Data Scientist,Associate/Mid-Level,N/A,-,Azure
903,Gütersloh,Data Scientist,Senior,8-14,-,Azure
906,München,Data Scientist,Associate/Mid-Level,N/A,-,Azure
908,Hameln,Data Scientist,Associate/Mid-Level,N/A,-,Azure
912,Hamburg,Data Scientist,Senior,N/A,-,Azure
915,Paderborn,Data Scientist,Senior,N/A,-,Azure
938,Köln,Data Scientist,Associate/Mid-Level,N/A,-,Azure
942,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,Azure
945,München,Data Analyst,Associate/Mid-Level,N/A,-,Azure
947,München,Data Scientist,Entry level,N/A,-,Azure
956,Lübeck,Data Engineer,Associate/Mid-Level,N/A,-,Azure
963,Stuttgart,Machine Learning Engineer,Associate/Mid-Level,N/A,-,Azure
964,Würzburg,Data Scientist,Senior,N/A,-,Azure
978,Mülheim an der Ruhr,Data Engineer,Senior,N/A,-,Azure
995,München,Data Scientist,Senior,N/A,-,Azure
1002,Frankfurt am Main,Data Scientist,Senior,N/A,-,Azure
1005,Berlin,Data Scientist,Senior,N/A,-,Azure
1012,Essen,Data Scientist,Senior,N/A,-,Azure
1029,Hamburg,Data Scientist,Senior,N/A,-,Azure
1039,Trittau,Other,Associate/Mid-Level,N/A,-,Azure
1040,Coesfeld,Data Scientist,Senior,N/A,-,Azure
1066,München,AI/ML Specialist,Senior,N/A,-,Azure
1067,Berlin,Other,Associate/Mid-Level,N/A,-,Azure
1071,Frankfurt am Main,Machine Learning Engineer,Senior,N/A,-,Azure
1074,Bonn,Machine Learning Engineer,Senior,N/A,-,Azure
1086,Köln,Data Scientist,Entry level,N/A,-,Azure
1101,Berlin,Data Scientist,Senior,N/A,-,Azure
1121,Düsseldorf,Data Scientist,Senior,N/A,-,Azure
1145,Berlin,Data Scientist,Associate/Mid-Level,22-28,-,Azure
1157,Mannheim,Data Scientist,Associate/Mid-Level,N/A,-,Azure
1175,Hamburg,Data Scientist,Associate/Mid-Level,N/A,-,Azure
1177,Frankfurt am Main,Data Scientist,Associate/Mid-Level,N/A,-,Azure
1195,Deutschland,Data Scientist,Senior,N/A,-,Azure
1215,München,Data Scientist,Senior,8-14,-,Azure
1222,München,Data Engineer,Senior,8-14,-,Azure
1240,Rosenheim,Data Scientist,Associate/Mid-Level,N/A,-,Azure
1265,Deutschland,Data Scientist,Senior,N/A,-,Azure
1267,Hannover,Other,Associate/Mid-Level,N/A,-,Azure
1285,München,Data Scientist,Associate/Mid-Level,0-7,-,Azure
1307,München,Data Scientist,Entry level,0-7,Traineeprogram,-
1308,Hannover,Data Scientist,Entry level,0-7,Traineeprogram,-
1316,Stuttgart,Data Scientist,Associate/Mid-Level,0-7,-,Azure
1317,Stuttgart,Data Scientist,Senior,0-7,-,Azure
1323,Coesfeld-Lette,Data Scientist,Senior,8-14,-,Azure
1329,Berlin,Data Scientist,Senior,15-21,-,Azure
1332,Remscheid,Data Scientist,Associate/Mid-Level,0-7,-,Azure
1333,Berlin,Data Scientist,Director,0-7,-,Azure
1334,Frankfurt am Main,Data Scientist,Senior,0-7,-,Azure
1340,Frankfurt,Data Scientist,Senior,0-7,-,Azure
1343,Ettlingen,Data Scientist,Associate/Mid-Level,8-14,-,Azure
1345,München,Other,Associate/Mid-Level,0-7,-,Azure
1346,Düsseldorf,Other,Entry level,0-7,-,Azure
1353,Stuttgart,Other,Associate/Mid-Level,15-21,-,Azure
1359,München,AI Engineer,Associate/Mid-Level,8-14,-,Azure
1364,Ahrensburg,Other,Associate/Mid-Level,8-14,-,Azure
1367,Karlsruhe,Other,Associate/Mid-Level,15-21,-,Azure
1369,Berlin,Machine Learning Engineer,Entry level,8-14,-,Azure
1374,München,Other,Associate/Mid-Level,0-7,-,Azure
1377,Hannover,AI Engineer,Associate/Mid-Level,0-7,-,Azure
1381,Berlin,Other,Entry level,8-14,-,Azure
1383,Berlin,Machine Learning Engineer,Senior,0-7,-,Azure
1389,Mülheim an der Ruhr,Data Engineer,Senior,8-14,-,Azure
1391,Frankfurt,Data Scientist,Senior,8-14,-,Azure
1396,Ludwigshafen,Other,Senior,8-14,-,Azure
1397,Ludwigshafen,Data Scientist,Senior,8-14,-,Azure
1445,Rosenheim,Data Engineer,Associate/Mid-Level,15-21,-,Azure
1448,Deutschland,Other,Associate/Mid-Level,0-7,-,Azure
1449,Gütersloh,AI/ML Specialist,Senior,0-7,-,Azure
1466,Frankfurt am Main,Business Intelligence (BI),Associate/Mid-Level,0-7,-,Azure
1477,Sindelfingen,Other,Associate/Mid-Level,0-7,-,Azure
1487,Burghausen,Other,Associate/Mid-Level,8-14,-,Azure
1519,Berlin,Data Engineer,Senior,8-14,-,Azure
1523,Berlin,Machine Learning Engineer,Associate/Mid-Level,15-21,-,Azure
1527,Köln,Data Analyst,Associate/Mid-Level,8-14,-,Azure
1556,Monheim am Rhein,Other,Senior,0-7,-,Azure
1557,München,Data Engineer,Senior,0-7,-,Azure
1564,Unterschleißheim,Data Engineer,Senior,0-7,-,Azure
1567,Berlin,Machine Learning Engineer,Senior,8-14,-,Azure
1575,Berlin,Data Engineer,Senior,8-14,-,Azure
1580,Berlin,Data Engineer,Senior,22-28,-,Azure
1585,Jena,Other,Associate/Mid-Level,15-21,-,Azure
1586,Köln,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Azure
1588,Duisburg,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Azure
1591,Berlin,AI/ML Specialist,Associate/Mid-Level,0-7,-,Azure
1595,Bielefeld,Data Consultant,Senior,0-7,-,Azure
1602,Mainz,Data Engineer,Senior,8-14,-,Azure
1606,Hannover,Other,Associate/Mid-Level,8-14,-,Azure
1608,Köln,Data Engineer,Associate/Mid-Level,15-21,-,Azure
1614,Berlin,Data Engineer,Senior,0-7,-,Azure
1618,Großenlüder,Data Engineer,Senior,8-14,-,Azure
82,Deutschland,AI/ML Specialist,Associate/Mid-Level,0-7,-,Azure
316,Dresden,Data Scientist,Director,8-14,-,Azure
347,Deutschland,Machine Learning Engineer,Associate/Mid-Level,29+,-,Azure
549,Hamburg,Data Scientist,Director,15-21,-,Azure
957,Bochum,Data Scientist,Senior,0-7,-,Azure
1,Berlin,Data Scientist,Entry level,8-14,-,GCP
34,Hessen,Machine Learning Engineer,Associate/Mid-Level,0-7,-,GCP
48,München,Machine Learning Engineer,Associate/Mid-Level,8-14,-,GCP
52,Potsdam,AI Engineer,Associate/Mid-Level,22-28,-,GCP
53,Frankfurt am Main,Research Scientist,Senior,29+,-,GCP
55,Berlin,Data Scientist,Senior,0-7,-,GCP
60,Berlin,Machine Learning Engineer,Associate/Mid-Level,8-14,-,GCP
68,Deutschland,AI/ML Specialist,Associate/Mid-Level,0-7,-,GCP
76,Hamburg,Data Scientist,Associate/Mid-Level,0-7,-,GCP
84,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,GCP
85,Nordrhein-Westfalen,Data Scientist,Director,15-21,-,GCP
89,Berlin,AI/ML Specialist,Director,22-28,-,GCP
94,Holm,Machine Learning Engineer,Associate/Mid-Level,29+,-,GCP
104,Deutschland,Data Scientist,Associate/Mid-Level,22-28,-,GCP
